specialty_code,specialty_name,package_code,package_name,package_amount_rs,pre_investigations,post_investigations,govt_reserved,referral_basis
MG,General Medicine,MG030A,Acute excaberation of Interstitial Lung Disease,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG031A,Bacterial Endocarditis,0,"Clinical notes with planned line of treatment, ECHO, CBC","Blood culture reports, Post treatment ECHO, Detailed Discharge Summary, Detailed ICPs, Treatment details, All investigations reports.",No,--
MG,General Medicine,MG031B,Fungal Endocarditis,0,"Clinical notes with planned line of treatment, ECHO, CBC","Blood culture reports, Post treatment ECHO, Detailed Discharge Summary, Detailed ICPs, Treatment details, All investigations reports.",No,--
MG,General Medicine,MG032A,Vasculitis,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG033A,Acute pancreatitis,0,"Cliical notes, Sr Amylase, Lipase, LFT, CBC, USG- abdomen","Post treatment Sr Amylase, Lipase, LFT, USG- abdomen Detailed Discharge Summary",No,--
MG,General Medicine,MG033B,Chronic pancreatitis,0,"Cliical notes, Sr Amylase, Lipase, LFT, CBC, USG- abdomen","Post treatment Sr Amylase, Lipase, LFT, USG- abdomen Detailed Discharge Summary",No,--
MG,General Medicine,MG034A,Ascites,0,"Clinial notes, LFT, CBC, USG- abdomen","Ascitic Fluid Analysis and Culture Report, Detailed Discharge Summary, ",No,--
MG,General Medicine,MG035A,Acute transverse myelitis,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG036A,Atrial Fibrillation ,0,"Clinical notes with planned line of treatment, ECG, Sr Electrolytes","Post treatment ECG, Detailed Discharge Summary, Detailed ICPs, Treatment details, All investigations reports.",No,--
MG,General Medicine,MG037A,Cardiac Tamponade ,0,"Clincal notes, 2D echo","Post treatment 2D echo, Fluid Aspirated report, Procedure notes, Detailed Discharge Summary",No,--
MG,General Medicine,MG038A,Congestive heart failure,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG039A,Acute asthmatic attack,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG039B,Status asthmaticus,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG040A,Type 1 respiratory failure,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG040B,Type 2 respiratory failure,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG040C,"Due to any cause (pneumonia, asthma, COPD, ARDS, foreign body, poisoning, head injury etc.)",0,"Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management, Copy of MLC / FIR (if required)","Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG041A,Upper GI bleeding (conservative),0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG041B,Upper GI bleeding (endoscopic),0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG042A,Lower GI hemorrhage,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG043A,Addison?s disease ,0,"Clincal notes, Sr. Cortisol levels, USG- abdomen","Post treatment cortisol levels, Detailed Discharge Summary",No,--
MG,General Medicine,MG044A,Renal colic,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Yes,No
MG,General Medicine,MG045A,AKI / Renal failure,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG046A,Seizures,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG047A,Status epilepticus,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG048A,Cerebrovascular accident,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG049A,Cerebral sino-venous thrombosis,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG049B,Acute stroke,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG049C,Acute ischemic stroke,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG049D,Acute heamorrhagic stroke,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG050A,Immune mediated CNS disorders,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG051A,Hydrocephalus,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG052A,Myxedema coma ,0,"Clinical notes with planned line of treatment,  Throid profile, USG- Thyroid Gland","Post treatment Thyroid Profile, Detailed Discharge Summary",No,--
MG,General Medicine,MG053A,Thyrotoxic crisis ,0,"Clinical notes with planned line of treatment,  Throid profile, USG- Thyroid Gland","Radionuclide Iodine uptake study, Post treatment Thyroid Profile,  Detailed Discharge Summary",No,--
MG,General Medicine,MG054A,Gout ,0,"Clinical notes with planned line of treatment, Sr.Uric acid",Detailed Discharge Summary,No,--
MG,General Medicine,MG055A,Pneumothroax,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG056A,Neuromuscular disorders,0,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",No,--
MG,General Medicine,MG057A,Hypoglycemia,0,"Clincal notes, Blood sugar level","Post treatment Blood sugar levels, Hba1C, Detailed Discharge Summary",No,--
MG,General Medicine,MG058A,Diabetic Foot ,0,"Clincal profile, Blood sugar level,CBC, Photograph of the affected foot","Post treatment Blood sugar levels, Hba1C, Photograph of the affected foot, Detailed Discharge Summary",Yes,No
